   0.00000000       70.201758544079311     
   15.0000000       72.790847644130764     
   30.0000000       74.934485481018754     
   45.0000000       76.606910403399482     
   60.0000000       77.543962991017608     
   75.0000000       77.684514446177701     
   90.0000000       77.116110450912345     
   105.000000       76.025567234468440     
   120.000000       74.605020527103662     
   135.000000       73.056633082022529     
   150.000000       71.543434156446367     
   165.000000       70.336838191009292     
   180.000000       69.219168410831315     
   195.000000       68.145512161585017     
   210.000000       67.065761891456631     
   225.000000       65.912519624946384     
   240.000000       64.706593398395157     
   255.000000       63.531869042150184     
   270.000000       62.571272759174072     
   285.000000       62.057427207701366     
   300.000000       62.197216828339769     
   315.000000       63.075836286802549     
   330.000000       64.842543063231233     
   345.000000       67.376832137329956     
   360.000000       70.201758544079311     
