0 330.0
1 345.0
2 345.0
3 30.0
4 45.0
5 45.0
6 60.0
7 60.0
8 75.0
9 75.0
10 75.0
11 90.0
12 90.0
13 90.0
14 105.0
15 105.0
16 105.0
17 105.0
18 120.0
19 120.0
20 120.0
21 135.0
22 135.0
23 135.0
24 135.0
25 135.0
26 135.0
27 135.0
28 135.0
29 120.0
30 105.0
31 90.0
32 75.0
33 60.0
34 60.0
35 60.0
36 75.0
37 75.0
38 75.0
39 75.0
40 90.0
41 90.0
42 90.0
43 105.0
44 105.0
45 105.0
46 120.0
47 120.0
48 120.0
49 135.0
50 135.0
51 135.0
52 135.0
53 135.0
54 150.0
55 150.0
56 150.0
57 135.0
58 135.0
59 135.0
60 315.0
61 330.0
62 45.0
63 45.0
64 60.0
65 60.0
66 60.0
67 75.0
68 75.0
69 75.0
70 90.0
71 90.0
72 90.0
73 105.0
74 105.0
