0 0.999071501681 330.0
1 0.642903804607 330.0
2 0.580181934999 330.0
3 0.969017613433 390.0
4 0.967235696251 390.0
5 0.959226149536 390.0
6 0.951360238169 390.0
7 0.943419282929 420.0
8 0.94246754136 420.0
9 0.94246754136 420.0
10 0.930361139995 420.0
11 0.92396568811 420.0
12 0.917114356735 420.0
13 0.90374603291 450.0
14 0.898231362654 450.0
15 0.892343943612 450.0
16 0.886939003959 450.0
17 0.346661753485 120.0
18 0.325761084298 120.0
19 0.302052550905 120.0
20 0.276769183632 120.0
21 0.253055652219 120.0
22 0.223693776546 120.0
23 0.193895215254 120.0
24 0.166719786268 120.0
25 0.140380961889 120.0
26 0.11413695799 120.0
27 0.0877605013256 120.0
28 0.0632176649095 120.0
29 0.0628177210681 90.0
30 0.0769589892521 90.0
31 0.0994674949054 60.0
32 0.124428051697 60.0
33 0.149242446801 60.0
34 0.172997912794 60.0
35 1.0 600.0
36 1.0 600.0
37 1.0 600.0
38 1.0 600.0
39 1.0 600.0
40 1.0 600.0
41 1.0 600.0
42 1.0 600.0
43 1.0 600.0
44 1.0 600.0
45 1.0 600.0
46 0.612157139776 630.0
47 0.599328607303 630.0
48 0.584423378571 630.0
49 0.231467952637 120.0
50 0.212807028692 120.0
51 0.191466350542 120.0
52 0.167920063973 120.0
53 0.146581171917 120.0
54 0.125691038185 150.0
55 0.103967751891 150.0
56 0.0807810328872 150.0
57 0.0587538237973 120.0
58 0.0386981959521 120.0
59 0.038961488857 120.0
60 0.0510977904818 60.0
61 0.070740765147 60.0
62 0.0913321527804 60.0
63 1.0 570.0
64 1.0 600.0
65 1.0 600.0
66 1.0 600.0
67 1.0 600.0
68 1.0 600.0
69 1.0 600.0
70 1.0 600.0
71 1.0 600.0
72 1.0 600.0
73 1.0 600.0
74 1.0 600.0
75 0.698590563577 450.0
76 0.697125620518 450.0
77 0.53205948095 630.0
78 0.519249082091 630.0
79 0.175589770029 120.0
80 0.161558133903 120.0
81 0.145374012514 120.0
82 0.127408822729 120.0
83 0.110521854453 120.0
84 0.0933783173925 120.0
85 0.0761071112613 120.0
86 0.0590162029467 120.0
87 0.042452353688 120.0
88 0.0328141886205 120.0
89 0.0380319921151 90.0
90 0.0508484143731 60.0
91 0.0668271949817 60.0
92 0.0834161164491 60.0
93 0.532035548428 630.0
94 0.537541926317 630.0
95 1.0 570.0
96 1.0 570.0
97 1.0 600.0
98 1.0 600.0
99 1.0 600.0
100 1.0 600.0
101 1.0 600.0
102 1.0 600.0
103 1.0 600.0
104 1.0 600.0
105 1.0 600.0
106 1.0 600.0
107 1.0 600.0
108 0.488228424456 630.0
109 0.153800753222 120.0
110 0.141116775326 120.0
111 0.125945118251 120.0
112 0.109961472444 120.0
113 0.0951766280932 120.0
114 0.0796415474126 150.0
115 0.06369525198 120.0
116 0.0482100848583 120.0
117 0.033357332065 120.0
118 0.028744908282 120.0
119 0.0351746664193 90.0
120 0.0483355590932 60.0
121 0.0630036771092 60.0
122 0.0780075132089 60.0
123 0.0923030877503 60.0
124 0.504387584129 630.0
125 1.0 570.0
126 1.0 570.0
127 1.0 570.0
128 1.0 570.0
129 1.0 600.0
130 1.0 600.0
131 1.0 600.0
132 1.0 600.0
133 1.0 600.0
134 1.0 600.0
135 1.0 600.0
136 1.0 600.0
137 1.0 600.0
138 1.0 600.0
139 1.0 600.0
140 0.125236758827 120.0
141 0.111760304141 120.0
142 0.0976134449657 120.0
143 0.0837144868704 120.0
144 0.0691131906183 120.0
145 0.0545754380622 120.0
146 0.040327581996 120.0
147 0.0268288321175 120.0
148 0.0281178424516 120.0
149 0.036751417222 60.0
