   0.00000000       18502.652594316700     
   15.0000000       19171.833639094682     
   30.0000000       19434.845486480466     
   45.0000000       19206.902586963326     
   60.0000000       18570.138233552014     
   75.0000000       17709.713175925601     
   90.0000000       16837.656678528077     
   105.000000       16131.770607774943     
   120.000000       15709.705918209136     
   135.000000       15630.547529052272     
   150.000000       15902.746470037735     
   165.000000       16398.379995088239     
   180.000000       16983.816219156615     
   195.000000       17501.970053128171     
   210.000000       17773.865645444468     
   225.000000       17718.821128403102     
   240.000000       17373.962986809787     
   255.000000       16846.643128160700     
   270.000000       16303.806329897372     
   285.000000       15924.681629783689     
   300.000000       15847.624805427669     
   315.000000       16113.340945964681     
   330.000000       16768.441532976201     
   345.000000       17655.213914115244     
   360.000000       18502.652594316700     
