   0.00000000       33902.111223206783     
   15.0000000       36461.198642408970     
   30.0000000       38739.656111809840     
   45.0000000       40521.797923278536     
   60.0000000       41609.835177425892     
   75.0000000       41865.663580690023     
   90.0000000       41362.608852493533     
   105.000000       40312.458410485284     
   120.000000       38987.735234356776     
   135.000000       37631.627662701336     
   150.000000       36452.935906116043     
   165.000000       35574.618916727333     
   180.000000       34821.044070567026     
   195.000000       34044.871016951583     
   210.000000       33140.585461563685     
   225.000000       32086.956489676548     
   240.000000       30922.359071555362     
   255.000000       29744.305512745468     
   270.000000       28703.477928541186     
   285.000000       27985.337136074228     
   300.000000       27774.904643700687     
   315.000000       28203.519931268216     
   330.000000       29397.821493513016     
   345.000000       31381.154368857111     
   360.000000       33902.111223206783     
